;Smiles;Output
2102;O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3)c2s1;0,98
2103;CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3CC[C@@H](N)C3)c2c1Cl;2
2104;O=C1Nc2ccccc2C1(O)c1ccccc1;1,71
2105;NC(=O)c1ccccc1O;1,09
2106;O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NC(CO)CO;2,61
2107;CC(C)Oc1cc(OCCN2CCOCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12;3,68
2108;N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4c(Br)cccc4c3C2)CC1;3,12
2109;NC(Cc1ccccc1)c1ccccc1;1,32
2110;CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1;2,41
2111;COc1ccc2c(c1)[nH]c1c(C)nccc12;2,9
2112;Cc1cc(C(N)=O)ccc1O[C@@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccccc1;2,23
2113;O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(NCCNCCO)ccc12;1,79
2114;O=C(Nc1cccc(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1;2,74
2115;COc1ccccc1CNCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1;0,91
2116;Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl;2,99
2117;Nc1nc(O)c2ncn(COCCO)c2n1;-1,42
2118;CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1;3,6
2119;O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C(F)(F)F;3,34
2120;Cc1ccc(COC(=O)N2CC[C@H](CNc3ncccn3)[C@H](F)C2)cc1;3,21
2121;O=c1[nH]n(Cc2ccncc2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12;-0,16
2122;C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO;1,87
2123;CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4c3OCC4)n2)c1;3
2124;CS(=O)(=O)c1ccc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)s1;2,86
2125;COc1cccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23)c1;-0,42
2126;Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1;1,48
2127;O=C(O)CCCCn1nnc(-c2ccc(C(=O)N3CCC(N4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)CC3)cc2)n1;1,6
2128;N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4ccncc4s3)CC2)CC1;1,6
2129;O=C(C1CCN(c2nnc(-n3cccc3)s2)CC1)N1CCN(Cc2ccc3c(c2)OCO3)CC1;2,5
2130;CCN1CCOC(C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1;2,1
2131;O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cccnc5c4)cc3)CC2)CN1C1CC1;3,24
2132;COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1;3,05
2133;N=C(N)NC(=O)c1nc(Cl)c(NCc2ccncc2)nc1N;-0,51
2134;O=C(COc1ccccc1O)NC1CCCC1;2,31
2135;O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(C2CCNCC2)ccc1Cl;1,58
2136;CCC[C@@H](CNC(=O)c1nc(Cl)c(N)nc1N)[N+](C)(C)CCCc1ccc(OC)cc1;0,4
2137;Oc1ccc(-c2nc3ccc(O)cc3o2)cc1;3,3
2138;NC(=O)c1sc(-c2ccsc2)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1;2,39
2139;O=C(COCc1ccncc1)N1CCN(c2ccc(Cl)cc2Cl)CC1;3,38
2140;Cc1ccc(NC(=O)c2ccno2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O;1,75
2141;CS(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2;-0,51
2142;CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1;1,67
2143;CNC1=Nc2ncccc2C(c2cc[nH]c2)=NC1c1cccs1;1,73
2144;CC1(C)CC(=O)c2c(nc3ccccc3c2N)C1;3
2145;C[C@H]1O[C@@H](n2cnc3c(N)nc(OCC4CC45CC5)nc32)[C@H](O)[C@H]1Cl;3,68
2146;CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1;2,77
2147;CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(F)c1;-0,92
2148;C[S+]([O-])CCN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21;3,17
2149;O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(N2CCNCC2)c1Cl;1,77
2150;COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)[C@H](C)C2)cc1OC;1,85
2151;O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12;3,42
2152;Nc1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1;0,2
2153;CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2)cc1;1,2
2154;Cc1ncc(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)n1C(C)C;3,51
2155;O=C(c1ccc(F)cc1)N1CCC[C@H](c2nc(-c3ccc(F)cc3)no2)C1;3,73
2156;Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O;2,75
2157;CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2nc(O)sc12;2,44
2158;CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4ccc(F)cc34)cc2OC)cn1;3,88
2159;CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)NCc2ccc[n+]([O-])c2)c1=O)C(=O)C(F)(F)F;1,48
2160;C#Cc1cccc(Nc2nc3cc(C(=O)O)ccc3c3cncnc23)c1;0,92
2161;CCS(=O)(=O)c1ccc(Oc2cc3nc(-c4ccccn4)[nH]c3cc2CN2C(=O)CCC2=O)cc1;2
2162;O=S(=O)(CCCNCCc1ccc(O)c2nc(O)sc12)NCCSCCc1ccccc1;1,77
2163;O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl;2,1
2164;CCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O;1,38
2165;Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1;2,54
2166;CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N;2,8
2167;O=C(Nc1nccs1)c1ccccc1;2,43
2168;O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(Cl)c1;3,64
2169;CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21;4,14
2170;COc1cc(N2CCNCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1;2,4
2171;Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1;0,3
2172;O=C(O)c1cncc(-c2cnc3[nH]c(C(=O)NC4CC4)cc3c2-n2ccc(C(F)(F)F)n2)c1;-0,98
2173;NC(=O)c1sc(-c2ccc(Cl)cc2)cc1N;3,3
2174;Cn1c(=O)n(Cc2ccc(Br)cc2)c2ccccc21;2,81
2175;Nc1nc2cc3c(cc2s1)CCN(Cc1cccc(F)c1)CC3;3,3
2176;COc1ccc(Cl)cc1C(=O)Nc1nc2ccccc2[nH]1;4,05
2177;Cn1cc(S(C)(=O)=O)nc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12;2,64
2178;CN(CCc1ccc(O)c2nc(O)sc12)CCN(C)C(=O)CCOCCc1ccccc1;2,59
2179;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(S(C)(=O)=O)CC1;2,82
2180;CC1(C)C(=O)Nc2ccccc21;2,3
2181;CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1;0,48
2182;Cc1ccc2c(c1)c(-c1cc(C)nc3ccccc13)c(C)n2CC(=O)O;2,88
2183;c1cc(Nc2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c2cn[nH]c2c1;3,05
2184;CC(C)(C)CNc1nc(C#N)nc(N2CCOCC2)c1N;3,08
2185;O=C1Nc2ccc(S(=O)(=O)N3CCC[C@H]3CNc3ccccc3)cc2C1=O;2,4
2186;O=C(c1ccc(Cl)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1;3,49
2187;O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1;0,49
2188;Nc1[nH]nc2cccc(Cl)c12;1,92
2189;CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12;1,4
2190;C[C@H]1C[C@@H](NS(=O)(=O)c2cc(Br)ccc2Br)CN1C#N;2,13
2191;CC(C)(C)NC(=O)Nc1ccc(-c2c(N)nc(N)nc2COCc2ccccc2)cc1;3,09
2192;COc1ccc(N(C(=O)c2ccoc2Cl)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1;2,36
2193;Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1;2,51
2194;CC(=O)Nc1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1;3,29
2195;CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O;2,87
2196;CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1;1,69
2197;O=S(=O)(Nc1ncc(Cl)s1)c1cc(F)c(Oc2ccc(F)cc2-c2cn[nH]c2)cc1F;2,7
2198;Cc1cn([C@H]2CCCN([C@H](CC3CCOCC3)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O;-0,25
2199;CC(=O)Nc1nc(-c2cccs2)cs1;2,77
2200;O=C1c2ccccc2CN1C1CCN(CCC(c2ccccc2)c2ccccc2)CC1;4,1
2201;CCNC(=O)c1cc2c(-n3nc(C(F)(F)F)cc3C)c(-c3cncc(C(=O)O)c3)cnc2[nH]1;-0,88
2202;O=C(O)[C@H](Cc1ccccc1F)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1;2,58
2203;COc1cc2cc(-c3ccc(O)cc3O)nc(C)c2cc1OC;3,9
2204;Cc1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2ccccc2)n1;4,15
2205;O=C(c1ccc(CCC(COc2ccc(-c3cccc([N+](=O)[O-])c3)cc2)N2C(=O)CCCC2=O)cc1)N1CCCC1;2,31
2206;O=c1oc2c(O)cccc2cc1-c1ccc(O)cc1;2,8
2207;O=C(O)Cc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1;1,58
2208;Cc1ncc(-c2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)ncc2F)n1C(C)C;2,19
2209;Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)cnn2-c2ccccc2)cc1;0,8
2210;Cn1cncc1-c1c2c(=O)n(C3CC3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12;3,53
2211;Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cccc(F)c4)c3)C2)c(=O)[nH]c1=O;1,6
2212;CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N1CCCC1;2,49
2213;COc1ccccc1C(=O)Nc1nc2ccccc2s1;3,61
2214;COc1ccc(-c2csc(N(CCCN3CCOCC3)C(=O)c3ccco3)n2)cc1;3,34
2215;O=C1CCCc2nc(C#Cc3ccccc3)ccc21;3,53
2216;c1ccc(-c2cc(NCCCCNc3cc(-c4ccccc4)nc4ccccc34)c3ccccc3n2)cc1;3,65
2217;CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c2n1;3,99
2218;NC(=O)c1cccc(C[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1;1,19
2219;O=C(c1ccccc1)C(O)(CN1CCCCC1)c1ccccc1;3,41
2220;CCc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1;0,86
2221;Cc1cc(S(=O)(=O)N2CCN(C)CC2)ccc1-c1cnc(N)c(C(=O)Nc2cccnc2)n1;2,6
2222;Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)[C@H](C)O)CC4)cc3)n2)n1C(C)C;2,15
2223;CN(C)c1nc(N(C)C)nc(N(C)C)n1;2,44
2224;COC(=O)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1;3,2
2225;O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(O)=N1;1,35
2226;NC1(C(=O)NC(CCCN2CCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1;1,3
2227;O=C(CS(=O)(=O)c1ccccc1)c1ccccc1;1,86
2228;Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4C)CC3)CC2)cc1;1,79
2229;COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C;4,21
2230;O=C(Cc1ccccc1)Nc1nccs1;2,5
2231;O=C1[C@H]2[C@H]3CC[C@H](C3)[C@H]2C(=O)N1[C@H]1CC[C@H](C(=O)Nc2cccc3cccnc23)CC1;3,94
2232;O=C(Cc1cccc2ccccc12)Nc1ccccc1;3,9
2233;CNC1(C)C2CCC(C2)C1(C)C;-0,84
2234;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;0,31
2235;CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1;3,46
2236;Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(N)nc3n2)cs1;1,73
2237;COc1cc(C(=O)N2CC[C@](CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC;3,23
2238;C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(=O)N1CCOCC1;2,81
2239;O=S(=O)(Nc1cccnc1)c1cccs1;0,54
2240;O=C(Cn1cnc2ccccc21)c1ccc(Br)cc1;3,22
2241;CCCc1nc2c(N)nc3ccccc3c2s1;4,09
2242;O=C(O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2)N1;0,78
2243;COc1cc(CNc2nc3ccccc3[nH]2)cc(OC)c1OC;2,36
2244;O=c1[nH]c2cc(Cl)ccc2c(O)c1-c1cccc(Oc2ccccc2)c1;2,96
2245;CCn1c2ccccc2c2cc(NC(=O)C(C)C)ccc21;4,2
2246;C=CCN(C(=O)NCc1ccc(OC)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1;3,6
2247;COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1;2,9
2248;CN(c1cccc(CO)c1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1;2,6
2249;Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(=O)[nH]c3n2)cs1;1,73
2250;Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COc5ccon5)OC4=O)cc3F)cn2)n1;1,24
2251;CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4c3OCO4)n2)c1;2,83
2252;NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccc(F)cc3F)sc12;1,97
2253;CCN(C(=O)c1ccc(-c2ccc(Cl)cc2)o1)c1ccc(N2CCNCC2)cc1;3,3
2254;O=C(CCN1CCCCC1)Nc1ccc(-c2cccn3c(=O)cc(N4CCOCC4)nc23)c2sc3ccccc3c12;2,9
2255;Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccco3)CC2)cc1;2,17
2256;CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3F)cn2)CC1;3,6
2257;Cc1ccc(CN2C(=O)CCSc3ccc(Cl)cc32)cc1;3,7
2258;CC(C)C(NC(=O)Cn1c(-c2ccccc2)cc2c(O)nc(O)nc2c1=O)C(=O)C(F)(F)F;1,88
2259;NC(=O)c1cccc(C[C@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1;1,11
2260;Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C;1,07
2261;O=c1c2cnn(-c3ccccc3)c2nc(-c2ccco2)n1-c1ccccc1;3,29
2262;O=C(c1c[nH]c(=O)c2ccccc12)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1;3,51
2263;COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2;0,87
2264;Nc1ncnc2c1nc(Sc1nc3cccc(Cl)c3s1)n2CCO;2,37
2265;COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)c2cc1OC;3,6
2266;Cc1ccccc1C(=O)N1CCN(c2ccccn2)CC1;2,18
2267;O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)CC1;2,6
2268;COc1ccc(-c2cncc(CNC3CCCC3)n2)c(OC)c1;2,14
2269;COC1CCN(C(=O)C2CCN(CCc3c(-c4cc(C)cc(C)c4)[nH]c4sc(C(C)(C)C(=O)N5C6CCC5CC6)cc34)CC2)CC1;4,09
2270;C1=CCC(c2cc3ccccc3o2)CNC1;1,94
2271;O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cc(=O)[nH]c2ccccc12;3,48
2272;CC(C)c1ncc(NC(=O)OCc2ccccc2)c(=O)n1CC(=O)NC(C(=O)C(F)(F)F)C(C)C;2,63
2273;CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(CCOC)CC2)cc1;2,35
2274;CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1;1,9
2275;Cc1nc2ncnn2c(O)c1CCOC(=O)c1c(F)cccc1F;0,16
2276;COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N;2,08
2277;NC(=O)c1cccc(N[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1;1,01
2278;Clc1ccc(-c2cn3ccccc3n2)cc1;4
2279;CCN1C(=O)NC(c2ccccc2)C1=O;1
2280;Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(OC2CCN(C)CC2)n1;1,8
2281;Nc1nc(NCc2ccccc2)nc2c1nc(O)n2Cc1ccccc1;3,69
2282;CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cccc(F)c2)C2CCN(S(C)(=O)=O)CC2)CC1;1,44
2283;Cc1nc(C)c(-c2ccc([C@H]3CC[C@@H](CC(=O)O)CC3)c(Cl)c2)nc1C(N)=O;1,7
2284;FC(F)(F)c1cc(CO[C@H]2CCCN[C@H]2c2ccccc2)cc(C(F)(F)F)c1;3,6
2285;CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1nc2ccccc2o1;2,47
2286;Cc1cccc(C(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)c1;3,4
2287;Clc1ccc([C@H]2CC=CCNC2)cc1Cl;1,95
2288;COC(=O)c1ccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)cc1;1,17
2289;CCN(CC)c1ncnc2c1ncn2Cc1c(Cl)cccc1Cl;1,25
2290;COc1cc(N2CC3CNCC(C2)O3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1;2,3
2291;CCCS(=O)(=O)N1N=Cc2cc(Cl)ccc2B1O;-0,4
2292;CNc1ccc2ncc(-c3cccc(O)c3)n2n1;2,99
2293;CC(=O)Nc1cccc(Nc2nc(NC3CC3)n3ncc(C#N)c3n2)c1;2,1
2294;CN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1;1,03
2295;C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)cnc12;2,89
2296;O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1;2,58
2297;Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O;2,62
2298;CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(C)cc[n+]([O-])c3C)CC2)CC1;2,14
2299;CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(N)c1=O)C(=O)C(F)(F)F;1,74
2300;CCOc1ccc(-n2c([C@@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(OC(F)(F)F)cc3)nc3ncccc3c2=O)cc1;3,7
2301;COc1cc2nc(Nc3ccc([C@@H](C)NC(C)=O)cc3)ncc2cc1-c1ccncc1;3,11
2302;O=C(Nc1nccs1)[C@H](CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1;2,55
2303;Cc1cccc(NS(=O)(=O)c2cccc3nonc23)c1;3
2304;CCOc1cc2nnc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1N1CCN(C)CC1;3,02
2305;O=S(=O)(Nc1ccccc1-c1ccccc1)c1ccccc1;3,96
2306;CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O;2,48
2307;Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl;3,14
2308;Cc1ccc(-c2ccc(N)nn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1;2,47
2309;CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2cc(Cl)ccc12)c1ccccc1;3,07
2310;O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1ccc(=O)[nH]c1;3,04
2311;CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1;-0,45
2312;CC(c1cc2ccccc2o1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O;2,1
2313;Cc1cc(CNc2nccc(Nc3cc(C)[nH]n3)n2)on1;1,86
2314;CCCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2;2,81
2315;CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1;3,45
2316;Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1;3,7
2317;Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1;0,88
2318;C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12;2,21
2319;Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CCC(=O)O)CC3)cc2)nc1C(N)=O;1,6
2320;NC(=O)Cc1ccccc1;0,3
2321;CC(=O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)[C@@H](C5=CC(=O)OC5)CC[C@]4(O)[C@@H]3CC[C@]2(O)C1;0,64
2322;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1C(N)=O;3,58
2323;CC(C)NNC(=O)c1ccncc1;0,33
2324;NC(=O)Nc1sc(-c2ccccc2)cc1C(N)=O;2,42
2325;Nc1ccc(N=Nc2ccccc2)c(N)n1;3,22
2326;CCCSc1nc(NC)ccc1C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2;3,27
2327;N#Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12;3,6
2328;O=C(N[C@@H](Cc1ccc(C#CCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl;0,27
2329;O=C1CCOc2nc(C#CC3CCCCC3)ccc21;3,3
2330;Cc1ccc(-n2[nH]c(=O)c3cccnc32)cc1;2,1
2331;COc1ccc(C(=O)N2CCCC2=O)cc1;0,93
2332;CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1;1,17
2333;Oc1ccc2c3c1O[C@H]1c4[nH]c5c(c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314)C[C@@]1(O)[C@H]2Cc3ccc(O)c4c3[C@@]1(CCN2CC1CC1)[C@H]5O4;1,41
2334;Clc1cccc2[nH]ncc12;2,5
2335;N#Cc1ccc(NC(=O)Nc2ccccc2Br)c2nn[nH]c12;1,64
2336;Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1;1,97
2337;C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O;1,91
2338;CN(C(=O)c1ccncc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1;2,8
2339;Cc1ncc(-c2ccnc(Nc3ccc(C#N)cc3)n2)n1C(C)C;3,62
2340;N#Cc1cccc(NCC(=O)Nc2c(Cl)ccc3nc(N4CC[C@@H](O)C4)ccc23)c1;2,39
2341;N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4c(s3)COCC4)CC2)CC1;1,42
2342;O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2ccccn2)CC1;2,55
2343;Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1;3,57
2344;CCCCC(CC)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C;3,66
2345;CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(S(C)(=O)=O)cc2)CC1;1,73
2346;Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCS(=O)(=O)CC2)cc1;0,25
2347;COCCOc1nc(N)c2[nH]c(=O)n(Cc3ccccc3)c2n1;2,26
